gene_id	gene_name	length	Caco2_polyA-S2-24h-A	Caco2_polyA-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000013573.17	DDX11	8367	599	412	7.232804252	6.435165632	6.833984942
ENSG00000013583.10	HEBP1	3428	228	160	6.719604185	6.0997418	6.409672992
ENSG00000013588.8	GPRC5A	8440	1671.5	1527.5	20.00845673	23.65217343	21.83031508
ENSG00000013619.14	MAMLD1	5958	0	0	0	0	0
ENSG00000013725.14	CD6	5958	0	0	0	0	0
ENSG00000013810.19	TACC3	8202	3637	2767.5	44.79950282	44.09609657	44.4477997
ENSG00000014123.10	UFL1	4539	488	433	10.86198747	12.46694364	11.66446555
ENSG00000014138.9	POLA2	5568	183	148.5	3.320484989	3.485455236	3.402970113
ENSG00000014164.7	ZC3H3	3721	255	189	6.923571293	6.637956722	6.780764008
ENSG00000014216.15	CAPN1	7553	2050	1555	27.42104709	26.90563158	27.16333933
ENSG00000014257.16	ACPP	4280	4	6	0.09442041	0.18320603	0.13881322
ENSG00000014641.18	MDH1	4990	1844	1480	37.33447333	38.76086427	38.0476688
ENSG00000014824.14	SLC30A9	7199	2120	1578	29.75180682	28.64620581	29.19900632
ENSG00000014914.21	MTMR11	4572	20	13	0.441950299	0.371594616	0.406772458
ENSG00000014919.12	COX15	4177	500.5	425.5	12.10568209	13.31273759	12.70920984
ENSG00000015133.19	CCDC88C	12426	377	286	3.065205944	3.007924744	3.036565344
ENSG00000015153.14	YAF2	10839	196	142	1.826907309	1.712109001	1.769508155
ENSG00000015171.19	ZMYND11	5300	1023	806	19.50066503	19.87428231	19.68747367
ENSG00000015285.10	WAS	2381	1	2	0.042431683	0.109774858	0.076103271
ENSG00000015413.9	DPEP1	2737	6	5	0.221475714	0.238741264	0.230108489
ENSG00000015475.18	BID	4446	987	738	22.42835143	21.6929785	22.06066497
ENSG00000015479.18	MATR3	12090	3085.5	2415.67	25.78391781	26.11220745	25.94806263
ENSG00000015520.14	NPC1L1	5252	15	9	0.288546758	0.223949488	0.256248123
ENSG00000015532.9	XYLT2	5472	460	363	8.493005418	8.669475403	8.58124041
ENSG00000015592.16	STMN4	3294	1	1	0.030670868	0.039674247	0.035172557
ENSG00000015676.18	NUDCD3	9893	947	695	9.671005451	9.180980774	9.425993113
ENSG00000016082.15	ISL1	2817	0	0	0	0	0
ENSG00000016391.11	CHDH	7787	881	709	11.43024112	11.89894187	11.6645915
ENSG00000016402.13	IL20RA	4730	8	1	0.170874991	0.02762938	0.099252186
ENSG00000016490.15	CLCA1	3340	0	0	0	0	0
ENSG00000016602.9	CLCA4	3447	1	0	0.029309498	0	0.014654749
ENSG00000016864.18	GLT8D1	3783	229	193	6.115736977	6.667349943	6.39154346
ENSG00000017260.19	ATP2C1	8533	1584.5	1179	18.76031629	18.05694777	18.40863203
ENSG00000017427.16	IGF1	8122	3	5	0.037317104	0.080452455	0.058884779
ENSG00000017483.15	SLC38A5	4018	3	4	0.075432931	0.130101511	0.102767221
ENSG00000017797.13	RALBP1	8041	1946	1501	24.4502009	24.39511741	24.42265915
ENSG00000018189.13	RUFY3	9405	218	151	2.34178679	2.098217137	2.220001964
ENSG00000018236.15	CNTN1	7492	0	1	0	0.017443536	0.008721768
ENSG00000018280.17	SLC11A1	8676	1	0	0.011644749	0	0.005822374
ENSG00000018408.14	WWTR1	8413	318	258	3.81879099	4.007754399	3.913272695
ENSG00000018510.15	AGPS	8839	2503	1923	28.60930936	28.43206693	28.52068814
ENSG00000018607.6	ZNF806	1774	0	0	0	0	0
ENSG00000018610.14	CXorf56	2580	302	240	11.82597333	12.15692726	11.99145029
ENSG00000018625.14	ATP1A2	6298	0	0	0	0	0
ENSG00000018699.13	TTC27	3443	568	452	16.66713569	17.15669752	16.91191661
ENSG00000018869.16	ZNF582	3350	0	1	0	0.039011035	0.019505518
ENSG00000019102.12	VSIG2	1447	0	0	0	0	0
ENSG00000019144.19	PHLDB1	21715	416.5	310.5	1.937781611	1.868676195	1.903228903
ENSG00000019169.10	MARCO	2079	0	0	0	0	0
ENSG00000019186.10	CYP24A1	3988	1	3	0.02533346	0.098310157	0.061821808
ENSG00000019485.13	PRDM11	13940	88	85	0.637778033	0.796871756	0.717324895
ENSG00000019505.8	SYT13	5445	184	137	3.414047798	3.288175321	3.351111559
ENSG00000019549.12	SNAI2	3398	0	0	0	0	0
ENSG00000019582.15	CD74	4780	668	494	14.11881423	13.50614272	13.81247848
ENSG00000019991.17	HGF	9755	1	0	0.010356724	0	0.005178362
ENSG00000019995.6	ZRANB1	5993	410.5	367.5	6.920198339	8.013926374	7.467062357
ENSG00000020129.16	NCDN	4917	495	328	10.1707891	8.717780257	9.444284677
ENSG00000020181.17	ADGRA2	7061	10	7	0.143081488	0.129557963	0.136319725
ENSG00000020219.9	CCT8L1P	1674	0	0	0	0	0
ENSG00000020256.20	ZFP64	6790	246	160	3.660285749	3.079516184	3.369900967
ENSG00000020426.11	MNAT1	3877	245	200	6.384397833	6.741654272	6.563026052
ENSG00000020577.13	SAMD4A	12170	853	657	7.081220388	7.055163354	7.068191871
ENSG00000020633.18	RUNX3	4523	40	29	0.893476351	0.837922192	0.865699271
ENSG00000020922.12	MRE11	7689	783	569	10.28825119	9.671073589	9.979662392
ENSG00000021300.14	PLEKHB1	4933	26	14	0.532490533	0.370893483	0.451692008
ENSG00000021355.13	SERPINB1	3047	485	409	16.08121812	17.54216276	16.81169044
ENSG00000021461.16	CYP3A43	2637	1	0	0.038312415	0	0.019156208
ENSG00000021488.13	SLC7A9	2598	12	11	0.466650524	0.553332043	0.509991283
ENSG00000021574.12	SPAST	9490	339	251	3.608968936	3.456525709	3.532747323
ENSG00000021645.18	NRXN3	15535	99	91	0.643833537	0.765530357	0.704681947
ENSG00000021762.20	OSBPL5	7473	1	2	0.013519315	0.034975771	0.024247543
ENSG00000021776.11	AQR	13431	1123	846	8.447361215	8.23179026	8.339575737
ENSG00000021826.15	CPS1	10775	3	0	0.028128957	0	0.014064479
ENSG00000021852.13	C8B	2732	0	0	0	0	0
ENSG00000022267.17	FHL1	6089	3	0	0.049776567	0	0.024888283
ENSG00000022277.12	RTF2	4063	1888.5	1413.5	46.95910651	45.46542686	46.21226669
ENSG00000022355.17	GABRA1	6602	0	0	0	0	0
ENSG00000022556.16	NLRP2	6313	1478	1177	23.6531128	24.36536693	24.00923986
ENSG00000022567.9	SLC45A4	8608	246	214	2.887237481	3.248955758	3.06809662
ENSG00000022840.16	RNF10	5900	1222	918	20.92516313	20.33400622	20.62958467
ENSG00000022976.15	ZNF839	5590	112	81	2.024211431	1.893675208	1.958943319
ENSG00000023041.11	ZDHHC6	3748	724.5	574	19.52938044	20.01449297	19.77193671
ENSG00000023171.18	GRAMD1B	14944	6	6	0.040563372	0.052470678	0.046517025
ENSG00000023191.17	RNH1	7374	1604	1214	21.97611347	21.51532129	21.74571738
ENSG00000023228.14	NDUFS1	12174	2485	1939.5	20.62256845	20.82038562	20.72147704
ENSG00000023287.13	RB1CC1	7613	659	549	8.745391236	9.424293375	9.084842306
ENSG00000023318.8	ERP44	4808	698	581	14.66697737	15.79224801	15.22961269
ENSG00000023330.15	ALAS1	2536	688	551	27.40872586	28.39452658	27.90162622
ENSG00000023445.14	BIRC3	7518	576	449	7.740514352	7.805061008	7.77278768
ENSG00000023516.9	AKAP11	9915	973	784	9.914476321	10.3336947	10.12408551
ENSG00000023572.9	GLRX2	6210	256	211	4.164837137	4.44041067	4.302623903
ENSG00000023608.5	SNAPC1	2593	124	67.5	4.831353628	3.401993962	4.116673795
ENSG00000023697.13	DERA	2813	617	495.5	22.15976192	23.02004716	22.58990454
ENSG00000023734.11	STRAP	2215	4857	3851.5	221.5358578	227.2419221	224.3888899
ENSG00000023839.11	ABCC2	7837	1792	1486	23.10137429	24.77999675	23.94068552
ENSG00000023892.11	DEF6	2579	2	4	0.078348072	0.202694018	0.140521045
ENSG00000023902.14	PLEKHO1	6629	101	40	1.539299091	0.78857727	1.16393818
ENSG00000023909.10	GCLM	5426	880	714	16.38522996	17.19692134	16.79107565
ENSG00000024048.10	UBR2	8840	603	449	6.891514992	6.637833559	6.764674275
ENSG00000024422.12	EHD2	3844	142	94	3.732111615	3.195779136	3.463945375
ENSG00000024526.17	DEPDC1	5904	929	723	15.89714089	16.00384111	15.950491
ENSG00000024862.17	CCDC28A	1507	41	34	2.748655191	2.948478377	2.848566784
ENSG00000025039.14	RRAGD	5072	14	8	0.27886785	0.206130864	0.242499357
ENSG00000025156.12	HSF2	2702	180	146	6.730337123	7.061546016	6.89594157
ENSG00000025293.17	PHF20	8372	1147	941	13.84152229	14.6890154	14.26526885
ENSG00000025423.11	HSD17B6	2272	6	2	0.266804151	0.115041345	0.190922748
ENSG00000025434.19	NR1H3	4534	148	141	3.297842099	4.064151411	3.680996755
ENSG00000025708.14	TYMP	3600	12.5	8.33	0.35079805	0.302395123	0.326596587
ENSG00000025770.19	NCAPH2	4459	964	636.5	21.84183992	18.65491257	20.24837624
ENSG00000025772.8	TOMM34	1973	3569	2723	182.7549382	180.3652377	181.560088
ENSG00000025796.14	SEC63	8606	1157	841	13.58256135	12.77105974	13.17681055
ENSG00000025800.14	KPNA6	7457	1026	793	13.90057854	13.89764861	13.89911357
ENSG00000026025.16	VIM	5176	551	452	10.75491517	11.41238593	11.08365055
ENSG00000026036.22	RTEL1-TNFRSF6B	9093	376.5	266.5	4.183188622	3.830207521	4.006698072
ENSG00000026103.22	FAS	5578	0	0	0	0	0
ENSG00000026297.15	RNASET2	7643	172	129.33	2.273600968	2.211402012	2.24250149
ENSG00000026508.18	CD44	10004	5	9	0.050494721	0.117571243	0.084032982
ENSG00000026559.14	KCNG1	5415	0	0	0	0	0
ENSG00000026652.14	AGPAT4	8781	0	0	0	0	0
ENSG00000026751.17	SLAMF7	4833	0	1	0	0.027040548	0.013520274
ENSG00000026950.17	BTN3A1	5539	15	10	0.273595879	0.235939643	0.254767761
ENSG00000027001.10	MIPEP	3388	451	300	13.44877718	11.57204558	12.51041138
ENSG00000027075.15	PRKCH	8830	10.5	12	0.120137407	0.177604034	0.14887072
ENSG00000027644.5	INSRR	5200	0	0	0	0	0
ENSG00000027697.14	IFNGR1	3277	1258	956	38.7841125	38.1253407	38.4547266
ENSG00000027847.14	B4GALT7	4878	350	283	7.248963392	7.581880271	7.415421831
ENSG00000027869.11	SH2D2A	2512	105	78	4.222982893	4.057955218	4.140469056
ENSG00000028116.17	VRK2	3531	1256	993	35.93698017	36.75223996	36.34461006
ENSG00000028137.19	TNFRSF1B	3778	28	24	0.748765345	0.830197785	0.789481565
ENSG00000028203.18	VEZT	8766	621	540	7.157144607	8.050531913	7.60383826
ENSG00000028277.21	POU2F2	9072	14	6	0.155910244	0.08643318	0.121171712
ENSG00000028310.18	BRD9	9549	726.67	579.5	7.688276536	7.9309978	7.809637168
ENSG00000028528.15	SNX1	9789	718	569	7.410299718	7.59637193	7.503335824
ENSG00000028839.10	TBPL1	5039	197	140	3.949767445	3.630913977	3.790340711
ENSG00000029153.14	ARNTL2	6983	994	752	14.38116273	14.07369325	14.22742799
ENSG00000029363.16	BCLAF1	9533	2424	1862	25.68932426	25.52597656	25.60765041
ENSG00000029364.12	SLC39A9	7138	1065	851	15.07379908	15.58064021	15.32721965
ENSG00000029534.20	ANK1	10797	0	1	0	0.012104007	0.006052004
ENSG00000029559.7	IBSP	1573	0	0	0	0	0
ENSG00000029639.11	TFB1M	4111	120.5	82.5	2.961346515	2.622640444	2.791993479
ENSG00000029725.17	RABEP1	7059	566	417	8.100706688	7.720139635	7.910423161
ENSG00000029993.15	HMGB3	3914	678	470	17.50082535	15.69312084	16.5969731
ENSG00000030066.13	NUP160	8576	1278	1015.5	15.05551929	15.47488527	15.26520228
ENSG00000030110.13	BAK1	2212	141	106	6.439967093	6.262576227	6.35127166
ENSG00000030304.13	MUSK	4246	0	0	0	0	0
ENSG00000030419.16	IKZF2	12240	34	18	0.28063844	0.192186718	0.236412579
ENSG00000030582.18	GRN	3524	436	325	12.49971893	12.05257225	12.27614559
ENSG00000031003.10	FAM13B	6808	502	382	7.449614991	7.33290567	7.39126033
ENSG00000031081.10	ARHGAP31	9384	0	2	0	0.027853147	0.013926574
ENSG00000031691.7	CENPQ	1741	158	134	9.168704458	10.05861787	9.613661166
ENSG00000031698.13	SARS	3849	810	647	21.26115071	21.96790552	21.61452811
ENSG00000031823.14	RANBP3	7445	862	662	11.69747759	11.6205202	11.65899889
ENSG00000032219.18	ARID4A	7568	385	278	5.139599335	4.800604799	4.970102067
ENSG00000032389.12	EIPR1	5775	524	332	9.167036416	7.513086302	8.340061359
ENSG00000032444.16	PNPLA6	7172	334.5	233.5	4.712002361	4.254797412	4.483399887
ENSG00000032742.17	IFT88	6111	262	169	4.331503461	3.61415441	3.972828936
ENSG00000033011.12	ALG1	4553	404	303	8.964650713	8.697156012	8.830903363
ENSG00000033030.13	ZCCHC8	9124	398	341	4.407044681	4.884289359	4.64566702
ENSG00000033050.9	ABCF2	5158	947.5	785.5	18.55869947	19.90201889	19.23035918
ENSG00000033100.16	CHPF2	4205	276.5	223.5	6.643222427	6.946144438	6.794683433
ENSG00000033122.19	LRRC7	14789	0	0	0	0	0
ENSG00000033170.16	FUT8	6700	320	240	4.825305713	4.681324229	4.753314971
ENSG00000033178.13	UBA6	11408	792	683	7.013992986	7.824263603	7.419128294
ENSG00000033327.13	GAB2	6775	253	209	3.772774776	4.031524181	3.902149478
ENSG00000033627.16	ATP6V0A1	10955	372	296	3.430680043	3.531112966	3.480896505
ENSG00000033800.13	PIAS1	10776	540	445	5.062742457	5.396779954	5.229761206
ENSG00000033867.16	SLC4A7	9616	612	452	6.429935636	6.142939846	6.286437741
ENSG00000034053.14	APBA2	6869	0	0	0	0	0
ENSG00000034152.18	MAP2K3	3783	298	248	7.958469953	8.567371948	8.26292095
ENSG00000034239.11	EFCAB1	5822	0	0	0	0	0
ENSG00000034510.6	TMSB10	461	11619	8899	2546.346403	2522.740409	2534.543406
ENSG00000034533.11	ASTE1	3427	112	97	3.301821388	3.699047535	3.500434461
ENSG00000034677.13	RNF19A	5852	354	234	6.11151107	5.225692161	5.668601615
ENSG00000034693.15	PEX3	2830	261.5	205	9.335442661	9.466723835	9.401083248
ENSG00000034713.8	GABARAPL2	3010	438	351	14.70135189	15.23957667	14.97046428
ENSG00000034971.17	MYOC	2104	0	0	0	0	0
ENSG00000035115.21	SH3YL1	11165	427	332	3.863837078	3.886079122	3.8749581
ENSG00000035141.8	FAM136A	3086	1649	1274	53.9851599	53.95178137	53.96847064
ENSG00000035403.17	VCL	9992	1722	1351	17.41126718	17.66994534	17.54060626
ENSG00000035499.13	DEPDC1B	3806	619	538	16.4312848	18.47335492	17.45231986
ENSG00000035664.11	DAPK2	13612	29	15	0.215241354	0.144012968	0.179627161
ENSG00000035681.9	NSMAF	6170	679	538	11.11819453	11.39539527	11.2567949
ENSG00000035687.10	ADSS	3441	847	635.5	24.86843159	24.13588149	24.50215654
ENSG00000035720.8	STAP1	1951	0	0	0	0	0
ENSG00000035862.12	TIMP2	5633	474	388	8.501356894	9.001694232	8.751525563
ENSG00000035928.16	RFC1	6719	2385	1872	35.86190869	36.4110737	36.1364912
ENSG00000036054.13	TBC1D23	5176	525	401	10.24742371	10.12470521	10.18606446
ENSG00000036257.13	CUL3	11505	1825	1387	16.02602825	15.7551347	15.89058147
ENSG00000036448.10	MYOM2	7056	1	0	0.014318288	0	0.007159144
ENSG00000036473.8	OTC	1683	0	0	0	0	0
ENSG00000036530.8	CYP46A1	9352	2	0	0.021606039	0	0.010803019
ENSG00000036549.13	AC118549.1	9008	549	465	6.157346943	6.746163427	6.451755185
ENSG00000036565.15	SLC18A1	3910	1	0	0.025838833	0	0.012919417
ENSG00000036672.16	USP2	4523	63	58	1.407225252	1.675844384	1.541534818
ENSG00000036828.16	CASR	12005	0	0	0	0	0
ENSG00000037042.9	TUBG2	2793	81.5	74.5	2.948060088	3.485921633	3.216990861
ENSG00000037241.7	RPL26L1	1164	258	186	22.3932116	20.88296912	21.63809036
ENSG00000037280.16	FLT4	8852	1	0	0.011413222	0	0.005706611
ENSG00000037474.15	NSUN2	5506	2747	2122	50.40482492	50.36646317	50.38564404
ENSG00000037637.11	FBXO42	9009	229	178	2.568080029	2.582115697	2.575097863
ENSG00000037749.12	MFAP3	7795	257.5	214	3.337419292	3.587814133	3.462616712
ENSG00000037757.14	MRI1	3466	326	263	9.502517976	9.91652412	9.709521048
ENSG00000037897.17	METTL1	1947	188.5	162.5	9.78126581	10.90736123	10.34431352
ENSG00000037965.6	HOXC8	2417	49	52	2.048184559	2.811635225	2.429909892
ENSG00000038002.9	AGA	2605	65	59	2.520898078	2.959896781	2.74039743
ENSG00000038210.13	PI4K2B	3594	745	587	20.94246789	21.34481087	21.14363938
ENSG00000038219.13	BOD1L1	15862	2062	1577	13.13349683	12.99289803	13.06319743
ENSG00000038274.17	MAT2B	5135	800	642	15.73979955	16.33905229	16.03942592
ENSG00000038295.8	TLL1	8105	42	27	0.523535251	0.43535449	0.47944487
ENSG00000038358.15	EDC4	6140	1052.5	788.5	17.31822555	16.78284598	17.05053576
ENSG00000038382.20	TRIO	17860	1750	1410	9.899340265	10.31739222	10.10836624
ENSG00000038427.16	VCAN	14678	102	93	0.702074091	0.828034339	0.765054215
ENSG00000038532.16	CLEC16A	12523	310	234	2.500938265	2.441966823	2.471452544
ENSG00000038945.15	MSR1	7812	18.5	20	0.239253969	0.334580051	0.28691701
ENSG00000039068.19	CDH1	6103	3647	2928	60.37290193	62.69890914	61.53590554
ENSG00000039123.16	MTREX	6347	1651	1309	26.2801738	26.95277158	26.61647269
ENSG00000039139.9	DNAH5	16475	14	11	0.085852366	0.087256853	0.08655461
ENSG00000039319.17	ZFYVE16	15490	791	632	5.159109241	5.332095792	5.245602516
ENSG00000039523.20	RIPOR1	6729	581	460	8.7231886	8.93386912	8.82852886
ENSG00000039537.13	C6	4739	2	1	0.042637619	0.027576908	0.035107264
ENSG00000039560.14	RAI14	7581	841	663	11.20776864	11.42929163	11.31853013
ENSG00000039600.11	SOX30	3489	14	6	0.405393447	0.224741132	0.315067289
ENSG00000039650.12	PNKP	4545	205	161.5	4.5569014	4.643772352	4.600336876
ENSG00000039987.6	BEST2	2646	0	0	0	0	0
ENSG00000040199.18	PHLPP2	12493	405	334	3.275200875	3.493912377	3.384556626
ENSG00000040275.17	SPDL1	4775	1022	784	21.62355912	21.45729486	21.54042699
ENSG00000040341.18	STAU2	8964	355.5	260	4.006705437	3.790563554	3.898634495
ENSG00000040487.13	PQLC2	2686	166	126	6.243839601	6.130513021	6.187176311
ENSG00000040531.14	CTNS	3398	135	90	4.013839958	3.461397035	3.737618497
ENSG00000040608.14	RTN4R	3126	148	87	4.783242507	3.637161299	4.210201903
ENSG00000040633.13	PHF23	2733	358	272	13.23405859	13.00653323	13.12029591
ENSG00000040731.10	CDH10	3660	1	1	0.027603781	0.035706822	0.031655301
ENSG00000040933.15	INPP4A	13187	398	330	3.049205708	3.270395045	3.159800376
ENSG00000041353.10	RAB27B	7154	114	93	1.609924738	1.698894049	1.654409394
ENSG00000041357.16	PSMA4	6994	2668	2023	38.53983539	37.80093457	38.17038498
ENSG00000041515.16	MYO16	8816	8	4	0.091678619	0.059295358	0.075486988
ENSG00000041802.11	LSG1	4801	841	652	17.6975826	17.74794901	17.7227658
ENSG00000041880.14	PARP3	2928	56	32	1.932264668	1.428272875	1.680268772
ENSG00000041982.16	TNC	9639	0	0	0	0	0
ENSG00000041988.15	THAP3	4072	192	127	4.763685895	4.07594424	4.419815067
ENSG00000042062.12	RIPOR3	6008	1	1	0.016815885	0.021752158	0.019284022
ENSG00000042088.13	TDP1	6227	232	176	3.764079412	3.693737976	3.728908694
ENSG00000042286.15	AIFM2	5135	476	309.5	9.365180732	7.876848416	8.621014574
ENSG00000042304.11	C2orf83	3486	4	3	0.115926378	0.11246727	0.114196824
ENSG00000042317.17	SPATA7	6872	41	37	0.602768244	0.703640544	0.653204394
ENSG00000042429.12	MED17	16610	322	235.5	1.958555566	1.852906742	1.905731154
ENSG00000042445.14	RETSAT	4049	225	158	5.614155009	5.09966435	5.35690968
ENSG00000042493.16	CAPG	2419	12	22	0.501181505	1.188554484	0.844867995
ENSG00000042753.11	AP2S1	1704	838	649	49.68486182	49.77455532	49.72970857
ENSG00000042781.13	USH2A	20561	2	0	0.009827327	0	0.004913664
ENSG00000042813.8	ZPBP	2625	0	0	0	0	0
ENSG00000042832.12	TG	11132	22	18	0.199663712	0.211315615	0.205489664
ENSG00000042980.12	ADAM28	9351	2	1	0.02160835	0.013975721	0.017792035
ENSG00000043039.6	BARX2	3660	23	18	0.634886962	0.642722794	0.638804878
ENSG00000043093.14	DCUN1D1	8412	449	366	5.39258172	5.686094901	5.53933831
ENSG00000043143.20	JADE2	9877	1627	1199	16.64225443	15.86450083	16.25337763
ENSG00000043355.12	ZIC2	3290	30	18	0.921244727	0.715004688	0.818124708
ENSG00000043462.12	LCP2	6839	0	0	0	0	0
ENSG00000043514.16	TRIT1	6533	286	250	4.422858376	5.001031994	4.711945185
ENSG00000043591.5	ADRB1	2853	41	39	1.451883411	1.786467492	1.619175452
ENSG00000044012.4	GUCA2B	604	3	1	0.501803833	0.216369152	0.359086493
ENSG00000044090.8	CUL7	5628	435	322	7.808809468	7.477115088	7.642962278
ENSG00000044115.21	CTNNA1	8830	6505	5142	74.42798398	76.1033284	75.26565619
ENSG00000044446.11	PHKA2	9029	643	552	7.194837309	7.989722712	7.592280011
ENSG00000044459.15	CNTLN	11064	83	65	0.757906416	0.767774125	0.762840271
ENSG00000044524.11	EPHA3	6577	0	0	0	0	0
ENSG00000044574.8	HSPA5	3921	7999	6241	206.1049929	208.0125906	207.0587917
ENSG00000046604.13	DSG2	6056	1795	1405	29.94527078	30.31954923	30.13241001
ENSG00000046647.13	GEMIN8	2424	67	48	2.792491407	2.587860754	2.69017608
ENSG00000046651.15	OFD1	5176	383	294	7.475739585	7.423100581	7.449420083
ENSG00000046653.15	GPM6B	5767	3	0	0.052555838	0	0.026277919
ENSG00000046774.10	MAGEC2	1994	0	0	0	0	0
ENSG00000046889.19	PREX2	12132	0	0	0	0	0
ENSG00000047056.15	WDR37	6000	213	139	3.586559262	3.027581427	3.307070344
ENSG00000047188.16	YTHDC2	10805	542	422	5.067854918	5.104109257	5.085982088
ENSG00000047230.15	CTPS2	5531	455	304	8.31107873	7.182939485	7.747009107
ENSG00000047249.18	ATP6V1H	5104	345	262	6.829015328	6.708461135	6.768738231
ENSG00000047315.16	POLR2B	5891	2332	1790	39.99347871	39.70967116	39.85157494
ENSG00000047346.12	FAM214A	9832	123	90	1.263900541	1.19628022	1.230090381
ENSG00000047365.12	ARAP2	12427	513	363	4.170620993	3.817443422	3.994032207
ENSG00000047410.14	TPR	12350	3604.5	2751	29.48680586	29.11091896	29.29886241
ENSG00000047457.14	CP	7072	2	1	0.028571787	0.018479492	0.023525639
ENSG00000047578.13	KIAA0556	9784	228	184	2.354333928	2.457727118	2.406030523
ENSG00000047579.19	DTNBP1	3052	161	140	5.329555693	5.994815049	5.662185371
ENSG00000047597.7	XK	5174	0	4	0	0.101033605	0.050516802
ENSG00000047617.15	ANO2	6255	0	0	0	0	0
ENSG00000047621.12	C12orf4	4932	310	247	6.350212874	6.544947508	6.447580191
ENSG00000047634.15	SCML1	5497	262	181	4.815320657	4.303136478	4.559228567
ENSG00000047644.18	WWC3	7114	391	339	5.552806691	6.227562858	5.890184774
ENSG00000047648.22	ARHGAP6	8104	111	83.5	1.383799612	1.346540206	1.365169909
ENSG00000047662.4	FAM184B	6622	5	1	0.076283478	0.019735272	0.048009375
ENSG00000047849.21	MAP4	14943	2536	1995	17.14593255	17.44766789	17.29680022
ENSG00000047932.14	GOPC	4628	669.5	483	14.61527156	13.63911097	14.12719127
ENSG00000047936.10	ROS1	7856	3	0	0.038580641	0	0.01929032
ENSG00000048028.11	USP28	5719	557	452	9.839765688	10.3288179	10.08429179
ENSG00000048052.21	HDAC9	16827	655	540	3.932640645	4.193912328	4.063276487
ENSG00000048140.18	TSPAN17	5215	380	286	7.361714013	7.167108891	7.264411452
ENSG00000048162.20	NOP16	2862	971	742	34.27672014	33.88180653	34.07926334
ENSG00000048342.16	CC2D2A	9556	171	143	1.807880113	1.955654712	1.881767413
ENSG00000048392.11	RRM2B	5548	245	182	4.461483489	4.287135578	4.374309534
ENSG00000048405.10	ZNF800	5793	308	237	5.37151566	5.346592686	5.359054173
ENSG00000048462.11	TNFRSF17	1015	0	0	0	0	0
ENSG00000048471.14	SNX29	11299	65	56	0.581196521	0.647709551	0.614453036
ENSG00000048540.15	LMO3	10002	1	0	0.010100964	0	0.005050482
ENSG00000048544.6	MRPS10	2100	566.5	427	27.25400163	26.57301684	26.91350924
ENSG00000048545.13	GUCA1A	2341	0	0	0	0	0
ENSG00000048649.13	RSF1	15740	1771.5	1531	11.37067082	12.71167396	12.04117239
ENSG00000048707.15	VPS13D	20768	367	302	1.78534046	1.900397937	1.842869199
ENSG00000048740.18	CELF2	10978	7	6	0.064420556	0.071426654	0.067923605
